FilePath,DebugSize,ImageVersion,IatRVA,ExportSize,ResourceSize,VirtualSize2,NumberOfSections,Label
WindowsBase.ni.dll,56,0.0,0,0,1080,88172,4,clean
Accessibility.ni.dll,56,0.0,0,0,1060,1344,4,clean
AuditPolicyGPManagedStubs.Interop.ni.dll,28,0.0,0,0,852,392,4,clean
CustomMarshalers.ni.dll,56,0.0,0,0,1148,2728,4,clean
EventViewer.ni.dll,56,0.0,0,0,1034,11192,4,clean
Microsoft.ApplicationId.RuleWizard.ni.dll,56,0.0,0,0,1326,12480,4,clean
Microsoft.ApplicationId.Framework.ni.dll,56,0.0,0,0,1354,13064,4,clean
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,56,0.0,0,0,1180,9392,4,clean
Microsoft.ConfigCI.Commands.ni.dll,56,0.0,0,0,1098,21296,4,clean
Microsoft.Dtc.PowerShell.ni.dll,56,0.0,0,0,1134,4000,4,clean
Microsoft.GroupPolicy.Interop.ni.dll,56,0.0,0,0,1140,3384,4,clean
Microsoft.GroupPolicy.Reporting.ni.dll,56,0.0,0,0,1152,63832,4,clean
Microsoft.GroupPolicy.AdmTmplEditor.ni.dll,56,0.0,0,0,1188,13728,4,clean
Microsoft.Isam.Esent.Interop.Wsa.ni.dll,56,0.0,0,0,1270,32232,4,clean
Microsoft.InternationalSettings.Commands.ni.dll,56,0.0,0,0,1152,3656,4,clean
Microsoft.Isam.Esent.Interop.ni.dll,56,0.0,0,0,1254,33400,4,clean
Microsoft.KeyDistributionService.Cmdlets.ni.dll,56,0.0,0,0,1184,4032,4,clean
Microsoft.Management.Infrastructure.Native.ni.dll,56,0.0,0,0,1204,7032,4,clean
Microsoft.Management.Infrastructure.ni.dll,56,0.0,0,0,1160,14576,4,clean
Microsoft.Management.Infrastructure.CimCmdlets.ni.dll,56,0.0,0,0,1252,16928,4,clean
Microsoft.ManagementConsole.ni.dll,56,0.0,0,0,1204,21432,4,clean
Microsoft.PowerShell.Core.Activities.ni.dll,56,0.0,0,0,1308,41480,4,clean
Microsoft.PowerShell.Utility.Activities.ni.dll,56,0.0,0,0,1324,42864,4,clean
Microsoft.PowerShell.GPowerShell.ni.dll,56,0.0,0,0,1276,96040,4,clean
Microsoft.PowerShell.Editor.ni.dll,56,0.0,0,0,1204,183256,4,clean
Microsoft.PowerShell.Commands.Diagnostics.ni.dll,56,0.0,0,0,1152,9048,4,clean
Microsoft.PowerShell.Diagnostics.Activities.ni.dll,56,0.0,0,0,1356,12720,4,clean
Microsoft.PowerShell.ScheduledJob.ni.dll,56,0.0,0,0,1308,19672,4,clean
Microsoft.PowerShell.Commands.Utility.ni.dll,56,0.0,0,0,1340,287256,4,clean
Microsoft.PowerShell.Activities.ni.dll,56,0.0,0,0,1260,43160,4,clean
Microsoft.PowerShell.Security.ni.dll,56,0.0,0,0,1324,10032,4,clean
Microsoft.PowerShell.Security.Activities.ni.dll,56,0.0,0,0,1340,10440,4,clean
Microsoft.ProcessMitigations.Commands.ni.dll,56,0.0,0,0,1124,10712,4,clean
Microsoft.PowerShell.Management.Activities.ni.dll,56,0.0,0,0,1356,47688,4,clean
Microsoft.PowerShell.Cmdletization.OData.ni.dll,56,0.0,0,0,1152,6496,4,clean
Microsoft.PowerShell.Commands.Management.ni.dll,56,0.0,0,0,1372,53304,4,clean
Microsoft.PowerShell.ConsoleHost.ni.dll,56,0.0,0,0,1292,14232,4,clean
Microsoft.PowerShell.GraphicalHost.ni.dll,56,0.0,0,0,1324,41184,4,clean
Microsoft.PowerShell.ISECommon.ni.dll,56,0.0,0,0,1112,2032,4,clean
Microsoft.PowerShell.Workflow.ServiceCore.ni.dll,56,0.0,0,0,1340,54584,4,clean
Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.ni.dll,56,0.0,0,0,1354,7144,4,clean
Microsoft.SecureBoot.Commands.ni.dll,56,0.0,0,0,1106,3800,4,clean
Microsoft.Security.ApplicationId.PolicyManagement.PolicyEngineApi.Interop.ni.dll,28,0.0,0,0,1012,1224,4,clean
Microsoft.Security.ApplicationId.PolicyManagement.PolicyManager.ni.dll,56,0.0,0,0,1366,10048,4,clean
Microsoft.Security.ApplicationId.PolicyManagement.Cmdlets.ni.dll,56,0.0,0,0,1330,9928,4,clean
Microsoft.Security.ApplicationId.Wizards.AutomaticRuleGenerationWizard.ni.dll,56,0.0,0,0,1274,12016,4,clean
Microsoft.Security.ApplicationId.PolicyManagement.XmlHelper.ni.dll,56,0.0,0,0,1342,2208,4,clean
Microsoft.Tpm.Commands.ni.dll,56,0.0,0,0,1082,4744,4,clean
Microsoft.VisualBasic.ni.dll,56,0.0,0,0,1140,33032,4,clean
Microsoft.Windows.Diagnosis.Commands.UpdateDiagRootcause.ni.dll,56,0.0,0,0,1218,680,4,clean
Microsoft.WSMan.Runtime.ni.dll,56,0.0,0,0,1080,232,4,clean
Microsoft.Windows.DSC.CoreConfProviders.ni.dll,56,0.0,0,0,1144,30160,4,clean
Microsoft.WindowsAuthenticationProtocols.Commands.ni.dll,56,0.0,0,0,1216,4744,4,clean
Microsoft.Windows.Diagnosis.TroubleshootingPack.ni.dll,56,0.0,0,0,1178,1936,4,clean
Microsoft.Windows.Diagnosis.Commands.GetDiagInput.ni.dll,56,0.0,0,0,1186,672,4,clean
Microsoft.Windows.Diagnosis.Commands.WriteDiagProgress.ni.dll,56,0.0,0,0,1210,656,4,clean
Microsoft.Windows.Diagnosis.Commands.WriteDiagTelemetry.ni.dll,56,0.0,0,0,1210,600,4,clean
Microsoft.Windows.Diagnosis.SDHost.ni.dll,56,0.0,0,0,1130,536,4,clean
Microsoft.WindowsSearch.Commands.ni.dll,56,0.0,0,0,1122,1264,4,clean
Microsoft.Windows.Diagnosis.Commands.UpdateDiagReport.ni.dll,56,0.0,0,0,1202,760,4,clean
Microsoft.Windows.Diagnosis.SDEngine.ni.dll,28,0.0,0,0,868,1192,4,clean
Microsoft.WSMan.Management.ni.dll,56,0.0,0,0,1096,7896,4,clean
Microsoft.WSMan.Management.Activities.ni.dll,56,0.0,0,0,1308,15792,4,clean
Microsoft.Windows.Diagnosis.SDCommon.ni.dll,56,0.0,0,0,1138,336,4,clean
MIGUIControls.ni.dll,56,0.0,0,0,1040,84128,4,clean
MMCEx.ni.dll,56,0.0,0,0,1120,53064,4,clean
MMCFxCommon.ni.dll,56,0.0,0,0,1168,4040,4,clean
mscorlib.ni.dll,56,0.0,0,0,1136,342776,4,clean
napcrypt.ni.dll,56,0.0,0,0,1032,1624,4,clean
napinit.ni.dll,56,0.0,0,0,1126,5720,4,clean
PresentationFramework.ni.dll,56,0.0,0,0,1116,372624,4,clean
PresentationFramework.Aero2.ni.dll,56,0.0,0,0,1164,7424,4,clean
PresentationCore.ni.dll,56,0.0,0,0,1116,186512,4,clean
SecurityAuditPoliciesSnapIn.ni.dll,56,0.0,0,0,1238,9424,4,clean
SrpUxSnapIn.ni.dll,56,0.0,0,0,1150,15128,4,clean
System.ni.dll,56,0.0,0,0,1064,215120,4,clean
System.Configuration.Install.ni.dll,56,0.0,0,0,1140,3408,4,clean
System.Configuration.ni.dll,56,0.0,0,0,1128,17480,4,clean
System.Core.ni.dll,56,0.0,0,0,1080,312112,4,clean
System.Data.ni.dll,56,0.0,0,0,1080,140272,4,clean
System.DirectoryServices.ni.dll,56,0.0,0,0,1124,13880,4,clean
System.Drawing.ni.dll,56,0.0,0,0,1084,31816,4,clean
System.Management.Automation.ni.dll,56,0.0,0,0,1284,676792,4,clean
System.Management.ni.dll,56,0.0,0,0,1092,15736,4,clean
System.Net.Http.ni.dll,56,0.0,0,0,1084,16392,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Numerics.ni.dll,56,0.0,0,0,1084,1816,4,clean
System.Runtime.WindowsRuntime.ni.dll,56,0.0,0,0,1140,25368,4,clean
System.Runtime.Remoting.ni.dll,56,0.0,0,0,1164,8712,4,clean
System.Runtime.WindowsRuntime.UI.Xaml.ni.dll,56,0.0,0,0,1172,1256,4,clean
System.Runtime.Serialization.ni.dll,56,0.0,0,0,1188,52576,4,clean
System.ServiceProcess.ni.dll,56,0.0,0,0,1108,8248,4,clean
System.ServiceModel.ni.dll,56,0.0,0,0,1128,598392,4,clean
System.Transactions.ni.dll,56,0.0,0,0,1112,12296,4,clean
System.Web.Services.ni.dll,56,0.0,0,0,1100,20024,4,clean
System.Windows.Forms.ni.dll,56,0.0,0,0,1120,207656,4,clean
System.Xaml.ni.dll,56,0.0,0,0,1080,60416,4,clean
System.Xml.ni.dll,56,0.0,0,0,1068,79272,4,clean
System.Xml.Linq.ni.dll,56,0.0,0,0,1084,14280,4,clean
TaskScheduler.ni.dll,56,0.0,0,0,1042,7480,4,clean
WindowsBase.ni.dll,56,0.0,0,0,1080,94600,4,clean
ar-SA_BitLockerToGo.exe.mui,56,10.0,0,0,7820,8192,2,clean
bg-BG_BitLockerToGo.exe.mui,56,10.0,0,0,7924,8192,2,clean
BitLockerToGo.exe,84,10.0,132072,0,90752,1548,5,clean
cs-CZ_BitLockerToGo.exe.mui,56,10.0,0,0,7676,8192,2,clean
da-DK_BitLockerToGo.exe.mui,56,10.0,0,0,7864,8192,2,clean
de-DE_BitLockerToGo.exe.mui,56,10.0,0,0,8984,12288,2,clean
el-GR_BitLockerToGo.exe.mui,56,10.0,0,0,9712,12288,2,clean
en-GB_BitLockerToGo.exe.mui,56,10.0,0,0,7488,8192,2,clean
en-US_BitLockerToGo.exe.mui,56,10.0,0,0,7484,8192,2,clean
es-ES_BitLockerToGo.exe.mui,56,10.0,0,0,8128,8192,2,clean
es-MX_BitLockerToGo.exe.mui,56,10.0,0,0,8088,8192,2,clean
et-EE_BitLockerToGo.exe.mui,56,10.0,0,0,7668,8192,2,clean
fi-FI_BitLockerToGo.exe.mui,56,10.0,0,0,8200,12288,2,clean
fr-CA_BitLockerToGo.exe.mui,56,10.0,0,0,8788,12288,2,clean
fr-FR_BitLockerToGo.exe.mui,56,10.0,0,0,8788,12288,2,clean
he-IL_BitLockerToGo.exe.mui,56,10.0,0,0,7084,8192,2,clean
hr-HR_BitLockerToGo.exe.mui,56,10.0,0,0,7860,8192,2,clean
hu-HU_BitLockerToGo.exe.mui,56,10.0,0,0,8252,12288,2,clean
it-IT_BitLockerToGo.exe.mui,56,10.0,0,0,8064,8192,2,clean
ja-JP_BitLockerToGo.exe.mui,56,10.0,0,0,6016,8192,2,clean
ko-KR_BitLockerToGo.exe.mui,56,10.0,0,0,5760,8192,2,clean
lt-LT_BitLockerToGo.exe.mui,56,10.0,0,0,8484,12288,2,clean
lv-LV_BitLockerToGo.exe.mui,56,10.0,0,0,7836,8192,2,clean
nb-NO_BitLockerToGo.exe.mui,56,10.0,0,0,7988,8192,2,clean
nl-NL_BitLockerToGo.exe.mui,56,10.0,0,0,8316,12288,2,clean
pl-PL_BitLockerToGo.exe.mui,56,10.0,0,0,8388,12288,2,clean
pt-BR_BitLockerToGo.exe.mui,56,10.0,0,0,8228,12288,2,clean
pt-PT_BitLockerToGo.exe.mui,56,10.0,0,0,8272,12288,2,clean
ro-RO_BitLockerToGo.exe.mui,56,10.0,0,0,8216,12288,2,clean
ru-RU_BitLockerToGo.exe.mui,56,10.0,0,0,8564,12288,2,clean
sk-SK_BitLockerToGo.exe.mui,56,10.0,0,0,7916,8192,2,clean
sl-SI_BitLockerToGo.exe.mui,56,10.0,0,0,7872,8192,2,clean
sr-Latn-RS_BitLockerToGo.exe.mui,56,10.0,0,0,8340,12288,2,clean
sv-SE_BitLockerToGo.exe.mui,56,10.0,0,0,7680,8192,2,clean
th-TH_BitLockerToGo.exe.mui,56,10.0,0,0,7428,8192,2,clean
tr-TR_BitLockerToGo.exe.mui,56,10.0,0,0,8072,8192,2,clean
