FilePath,DebugSize,ImageVersion,IatRVA,ExportSize,ResourceSize,VirtualSize2,NumberOfSections,CheckSum,DLLCharacteristics,SizeOfInitializedData,SizeOfStackReserve,Label
chglogon.exe,28,6.1,17956,0,2048,5748,4,51738,33088,9728,262144,clean
chgport.exe,28,6.1,18820,0,2040,6260,4,33160,33088,10240,262144,clean
chgusr.exe,28,6.1,17060,0,2072,6324,4,76316,33088,10752,262144,clean
chkdsk.exe,28,6.1,12028,0,2024,888,4,57223,33088,4096,262144,clean
chkntfs.exe,28,6.1,11772,0,2312,896,4,33859,33088,4608,262144,clean
chkrzm.exe,28,6.1,14316,0,85064,1548,4,102322,33088,89088,262144,clean
choice.exe,28,6.1,26252,0,2040,1200,4,34112,33088,5120,262144,clean
chrmstp.exe,28,0.0,652016,78,308720,88622,6,1041109,33088,449536,1048576,clean
chrome.exe,28,0.0,559228,380,218816,138778,6,869000,33088,400384,1048576,clean
CIDAEMON.EXE,28,6.1,10988,0,1800,1708,4,70144,33088,5632,262144,clean
cipher.exe,28,6.1,31716,0,2032,9824,4,72063,33088,14336,262144,clean
CISVC.EXE,28,6.1,17924,0,2024,956,4,45156,33088,4096,262144,clean
ckcnv.exe,28,5.1,8176,0,992,32,3,50758,32768,1536,262144,clean
cleanmgr.exe,28,6.1,28004,0,180640,948,4,268970,33088,184320,262144,clean
CleanUp.exe,0,0.0,25632,0,896,2262,4,0,0,24576,1048576,clean
clickonce_bootstrap.exe,0,0.0,10456,0,1008,1008,3,12828,34112,1536,1048576,clean
cliconfg.exe,28,6.1,7372,0,20560,952,4,53300,33088,32768,262144,clean
clip.exe,28,6.1,22396,0,2072,1192,4,64496,33088,5632,262144,clean
clipbrd.exe,28,5.1,70100,0,27768,4792,3,134908,32768,33280,262144,clean
clipsrv.exe,28,5.1,29096,0,2496,3004,3,58597,32768,5632,262144,clean
Clockres.exe,28,0.0,142052,0,1276,21706,4,192819,32768,28672,1048576,clean
clrgc.exe,28,8.0,73764,0,18352,15804,3,108090,32768,34304,1048576,clean
clrver.exe,56,10.0,82220,0,1568,11236,5,132049,33088,17408,1048576,clean
cmak.exe,28,6.1,161068,0,325640,26716,4,562786,33088,365056,262144,clean
cmbins.exe,28,6.1,44300,0,240612,8796,4,347658,33088,245760,262144,clean
cmd.exe,56,6.1,141264,0,33872,117040,4,359229,33088,158720,1048576,clean
cmdkey.exe,28,6.1,11212,0,2088,3576,4,66361,33088,7168,262144,clean
cmdl32.exe,28,6.1,64116,0,3032,6196,4,118462,33088,13312,262144,clean
cmmon32.exe,28,6.1,35156,0,3008,2752,4,74682,33088,9216,262144,clean
cmstp.exe,28,6.1,74804,0,3496,3112,4,97493,33088,11776,262144,clean
cofire.exe,28,6.1,16580,0,2624,944,4,26812,33088,5120,262144,clean
colorcpl.exe,28,6.1,6524,0,79424,888,4,129285,33088,81920,262144,clean
comp.exe,28,6.1,15060,0,2016,904,4,65951,33088,4608,262144,clean
compact.exe,28,6.1,15460,0,2024,15936,4,69266,33088,19968,262144,clean
CompMgmtLauncher.exe,28,6.1,47612,0,92168,11264,4,159762,33088,108032,262144,clean
ComputerDefaults.exe,28,6.1,7476,0,28496,928,4,75825,33088,30720,262144,clean
comreg.exe,28,0.0,87188,0,0,15340,4,127875,33088,35328,1048576,clean
comrepl.exe,28,6.1,10324,0,2040,904,4,69865,33088,4096,262144,clean
comrereg.exe,28,5.1,5964,0,1032,316,3,48716,32768,2048,262144,clean
ComSvcConfig.exe,28,0.0,165472,0,1656,1656,3,211372,34144,2560,1048576,clean
ConfigureIEOptionalComponents.exe,28,6.3,82596,0,2272,11136,5,142902,33088,24576,262144,clean
conhost.exe,56,6.1,196800,0,34472,21282,5,303014,33088,48640,262144,clean
conime.exe,28,5.1,24252,0,2736,472,3,64133,32768,3584,262144,clean
consent.exe,56,6.1,38020,0,50672,1136,5,145966,33216,55296,262144,clean
Contig.exe,28,0.0,188996,0,1228,28082,4,209119,32768,44032,1048576,clean
control.exe,28,6.1,12428,0,100448,888,4,126863,33088,102912,262144,clean
convert.exe,28,6.1,13012,0,1776,896,4,75907,33088,4096,262144,clean
ConvertInkStore.exe,28,6.1,129180,0,1056,3024,4,167434,33088,12800,262144,clean
convertstore.exe,28,6.3,20736,0,2480,880,5,50805,49472,6656,262144,clean
Coreinfo.exe,56,0.0,140100,0,478768,44572,5,892335,33088,799744,1048576,clean
CorFlags.exe,56,10.0,151964,0,6992,13124,5,240531,33088,33280,1048576,clean
credwiz.exe,28,6.1,19604,0,5728,3652,4,31496,33088,11776,262144,clean
csc.exe,84,10.0,1787100,0,1568,19836,5,1909552,33088,89600,2097152,clean
cscript.exe,56,6.1,86696,56,32216,1240,4,165177,33088,38912,1048576,clean
csrss.exe,28,6.1,5284,0,2040,828,4,61610,1344,3584,262144,clean
csrstub.exe,28,6.1,39276,0,2096,6752,4,48935,33088,13312,262144,clean
ctfmon.exe,28,6.1,6604,0,2792,900,4,40334,33088,4608,262144,clean
ctrl2cap.exe,0,0.0,25876,0,0,2984,3,169803,0,122880,1048576,clean
cttune.exe,28,6.1,60876,0,241920,1112,4,361059,33088,247808,262144,clean
cttunesvr.exe,28,6.1,27488,0,6216,1312,4,40343,33088,10240,262144,clean
cvtres.exe,28,10.0,24576,0,3760,1356,5,77334,33088,10240,1048576,clean
DataSvcUtil.exe,28,0.0,61872,0,1624,1624,3,93838,34144,2560,1048576,clean
dbengprx.exe,28,6.3,78404,0,2504,6964,5,126252,49472,16896,262144,clean
dbgrpc.exe,28,6.3,33004,0,2448,984,5,73349,49472,7168,262144,clean
dbgsrv.exe,28,6.3,24804,0,2480,4752,5,47340,49472,10240,262144,clean
Dbgview.exe,28,0.0,242556,0,209484,36494,4,504430,32768,253440,1048576,clean
dbh.exe,28,6.3,147956,0,2440,30108,5,194440,49472,41472,262144,clean
dccw.exe,28,6.1,75236,0,781632,2500,4,886637,33088,791040,262144,clean
dcomcnfg.exe,28,6.1,7108,0,2400,888,4,16323,33088,4096,262144,clean
ddeshare.exe,28,5.1,17904,0,11432,8492,3,69882,32768,20480,262144,clean
ddodiag.exe,28,6.1,30364,0,1896,5072,4,87417,33088,9216,262144,clean
Defrag.exe,28,6.1,43580,0,126584,1128,4,228116,33088,133120,262144,clean
delegate_execute.exe,28,0.0,663900,89,2616,283628,6,737951,33088,343040,1048576,clean
Desktops.exe,28,0.0,91916,0,9156,22182,5,154549,33088,43008,1048576,clean
DeviceDisplayObjectProvider.exe,28,6.1,78012,0,1880,2032,4,106329,33088,8704,262144,clean
DeviceEject.exe,28,6.1,11124,0,12576,1068,4,30263,33088,17408,262144,clean
DeviceMetadataWizard.exe,28,0.0,304252,0,88064,88064,3,446116,34144,88576,1048576,clean
DevicePairingWizard.exe,28,6.1,18164,0,52648,1244,4,134043,33088,55808,262144,clean
DeviceProperties.exe,28,6.1,6724,0,85024,888,4,138659,33088,87552,262144,clean
DFDWiz.exe,28,6.1,55284,0,7152,1084,4,104117,33088,13312,262144,clean
dfrgfat.exe,28,5.1,76476,0,1408,120068,3,104632,32768,121856,1048576,clean
dfrgntfs.exe,28,5.1,99160,0,1392,47372,3,156797,32768,49152,1048576,clean
dfrgui.exe,28,6.1,98180,0,473840,6052,4,594129,33088,487424,262144,clean
dfsvc.exe,28,0.0,11764,0,1800,1800,3,23066,34144,2560,1048576,clean
dialer.exe,28,6.1,24404,0,4504,3928,4,65410,33088,10752,262144,clean
diantz.exe,28,6.1,86628,0,2032,4624,4,110034,33088,11264,262144,clean
dinotify.exe,28,6.1,6468,0,2408,888,4,54834,33088,4096,262144,clean
disco.exe,28,0.0,48340,0,12200,12200,3,72969,34144,12800,1048576,clean
